id,intakedate,intakereason,istransfer,sheltercode,identichipnumber,animalname,breedname,basecolour,speciesname,animalage,sexname,location,movementdate,movementtype,istrial,returnedreason,deceasedreason,diedoffshelter,puttosleep,isdoa
7026,2019-07-28,Stray,0,C19071290,0A24172214,Whatchamacallit,Domestic Short Hair,Black and Brown,Cat,0.0,Female,Cat room A,2019-08-10,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7027,2019-07-28,Stray,0,D19071190,981020031380441,Scarlett,Labrador Retriever,Black and White,Dog,0.5,Female,Dog room D,2019-08-12,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7028,2019-07-29,Rabies Monitoring,0,D19071159,0A67271789,Sapphire,Bully Breed Mix,Black and White,Dog,7.0,Female,Dog room D,2019-08-07,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
7029,2019-07-29,Stray,0,D19071191,0A02617734,Marshall,Labrador Retriever,Black and White,Dog,0.8,Male,Canine intake room,2019-07-29,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
7030,2019-07-29,Stray,0,C19071192,0A34110816,Hamlet,Domestic Short Hair,Black and White,Cat,5.0,Male,Veterinary office,2019-07-30,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7031,2019-07-29,Stray,0,C19071193,981020031326981,Sliver,Domestic Short Hair,Black and Brown,Cat,1.0,Male,Adoptable Cat Kennels,2019-08-16,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7032,2019-07-29,Incompatible with owner lifestyle,0,C19071180,981020031389551,Hazel,Domestic Short Hair,Calico,Cat,6.0,Female,Adoptable Cat Glass Colony,2019-08-17,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7033,2019-07-29,Unable to Afford,0,H19071181,0A45416183,Meringue,Lionhead,White and Black,House Rabbit,0.8,Male,Small Animal room,2019-08-17,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7034,2019-07-29,Moving,0,D19071182,981020031377763,Mr. Dog,Hound/Mix,White and Black,Dog,11.1,Male,Adoptable Dogs,2019-08-17,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7035,2019-07-29,Moving,0,D19071183,981020033140620,Izzy,Bully Breed Mix,Black and White,Dog,9.0,Female,Adoptable Dogs,2019-08-17,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7036,2019-07-29,Moving,0,D19071184,981020031364654,Boston,Bully Breed Mix,Black,Dog,1.8,Male,Dog room A,2019-08-14,Adoption,0.0,Return Adopt - Behavior,Court Order/ Legal,0,0,0
7037,2019-07-29,Stray,0,D19071162,0A33639752,Doji,Labrador Retriever/Poodle,Apricot,Dog,1.0,Male,Canine intake room,2019-07-29,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
7038,2019-07-29,Stray,0,D19071163,981020031806493,Kabri,Boxer/Hound,Brown and White,Dog,1.4,Female,Dog room D,2019-08-17,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7039,2019-07-29,Stray,0,D19071164,981020031235838,Casey,Labrador Retriever/Shepherd,Black,Dog,1.2,Male,Adoptable Dogs,2019-08-10,Adoption,0.0,Return adopt - lifestyle issue,Court Order/ Legal,0,0,0
7040,2019-07-30,Stray,0,C19071194,0A32924639,ABC,Domestic Short Hair,Tortie,Cat,0.0,Unknown,Feline intake room,2019-07-31,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7041,2019-07-30,Stray,0,C19071195,0A42317765,EFG,Domestic Short Hair,Orange and White,Cat,0.0,Unknown,Feline intake room,2019-07-31,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7042,2019-07-30,Stray,0,C19071196,0A27791588,Copy of Copy of ABC,Domestic Short Hair,Black,Cat,0.0,Unknown,Feline intake room,2019-07-31,Foster,0.0,Stray,Died in care,0,0,0
7043,2019-07-30,Stray,0,C19071197,0A13943185,Juliet,Domestic Short Hair,Dilute calico,Cat,5.1,Female,Cat Iso,2019-08-09,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7044,2019-07-30,Stray,0,C19071198,981020031370549,Meow,Domestic Short Hair,Black and Brown,Cat,0.0,Male,Adoptable Cat Glass Colony,2019-08-11,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7045,2019-07-30,Stray,0,C19071200,985113000926920,Edward,Domestic Short Hair,Grey and White,Cat,9.0,Male,Feline intake room,2019-07-30,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
7046,2019-07-30,Landlord issues,0,C19071201,981020031365078,Matilda,Domestic Short Hair,Brown and Black,Cat,2.0,Female,Adoptable Cat Kennels,2019-08-14,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7047,2019-07-30,Allergies,0,G19071202,0A76140177,Ju Ju,Guinea Pig,Brown and White,Guinea Pig,1.0,Female,Lobby,2019-08-03,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7048,2019-07-30,Incompatible with owner lifestyle,0,D19071203,981020021625739,Panda Bear,Bully Breed Mix,White,Dog,3.0,Male,Dog room A,2019-08-28,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7049,2019-07-30,Incompatible with owner lifestyle,0,D19071204,981020031281870,Precious,Bully Breed Mix,Tan,Dog,4.0,Female,Adoptable Dogs,2019-08-14,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7050,2019-07-30,Allergies,0,C19071205,981020031347743,Kitty,Domestic Short Hair,Black and Brown,Cat,6.0,Female,Cat room B,2019-08-02,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7051,2019-07-30,Police Assist,0,D19071180,981020031801577,Peanut,Pointer/Mix,White and Black,Dog,0.0,Female,Adoptable Dogs,2019-08-14,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7052,2019-07-31,Stray,0,C19071202,0A51441480,Tinky,Domestic Short Hair,Tortie,Cat,2.1,Female,Feline intake room,2019-08-01,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7053,2019-08-01,Stray,0,C19081207,0A79940404,Paul the Post Man,Domestic Short Hair,Brown and Black,Cat,0.0,Male,Cat room A,2019-08-10,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7054,2019-08-01,Rabies Monitoring,0,D1908052,0A94221278,Hank,Bully Breed Mix,Tan,Dog,7.0,Male,Dog room A,2019-08-08,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
7055,2019-08-01,Born in Shelter,0,C19081208,0A39466105,Sir Reginald (Reggie),Domestic Short Hair,Black and White,Cat,0.0,Unknown,Feline intake room,2019-08-01,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7056,2019-08-01,Born in Shelter,0,C19081209,0A56859489,Toadster,Domestic Short Hair,White and Orange,Cat,0.0,Unknown,Feline intake room,2019-08-01,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7057,2019-08-01,Stray,0,C19081211,981020033140244,Cream Pie,Domestic Short Hair,White and Orange,Cat,1.0,Female,Adoptable Cat Kennels,2019-08-30,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7058,2019-08-01,Stray,0,D19081212,981020031848704,Korda,Doberman Pinscher/Shep Mix,Blue,Dog,0.8,Female,Adoptable Dogs,2019-08-16,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7059,2019-08-01,Stray,0,C19081213,981020031378130,Flopsy,Domestic Short Hair,Calico,Cat,0.0,Female,Cat room A,2019-08-09,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7060,2019-08-01,Stray,0,C19081214,981020031357819,Mopsy,Domestic Short Hair,Orange,Cat,0.0,Male,Cat room A,2019-08-09,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7061,2019-08-01,Moving,0,C19081206,981020031248159,Casey,Domestic Short Hair,Grey,Cat,2.0,Male,Adoptable Cat Kennels,2019-08-17,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7062,2019-08-01,Sick/Injured,0,C19081181,0A95769728,Gretel,Domestic Short Hair,Orange,Cat,0.0,Female,Cat room B,2019-08-13,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7063,2019-08-02,Stray,0,C19081183,0A47919067,Victoria,Domestic Short Hair,Grey and White,Cat,1.0,Female,Feline intake room,2019-08-02,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7064,2019-08-02,Stray,0,C19081184,0A81937781,Bubbles,Domestic Short Hair,Black and White,Cat,0.0,Male,Feline intake room,2019-08-02,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7065,2019-08-02,Stray,0,C19081185,0A02051847,Nibbles,Domestic Short Hair,Black and Brown,Cat,0.0,Female,Feline intake room,2019-08-02,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7066,2019-08-02,Stray,0,C19081186,0A41736841,Pixie,Domestic Short Hair,Black and Brown,Cat,0.0,Female,Feline intake room,2019-08-02,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7067,2019-08-02,Stray,0,C19081187,0A29983653,Dimples,Domestic Short Hair,Black and Brown,Cat,0.0,Female,Feline intake room,2019-08-02,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7068,2019-08-02,Stray,0,C19081188,0A87975189,Cuddles,Domestic Short Hair,Black and White,Cat,0.0,Male,Feline intake room,2019-08-02,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7069,2019-08-02,Stray,0,C19081189,0A79553428,Buttercup,Domestic Short Hair,Black,Cat,0.0,Male,Feline intake room,2019-08-02,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7070,2019-08-02,Moving,0,D19081208,981020031368082,Welches,Bully Breed Mix,Black and White,Dog,5.0,Male,Adoptable Dogs,2019-08-09,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7071,2019-08-02,Moving,0,L19081210,0A17494649,Aqua Bob Squarepants,Domestic Short Hair,Orange,Fish,1.5,Unknown,Food prep room,2019-08-06,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7072,2019-08-02,Moving,0,F19081211,0A97459533,Monkey Sea,Domestic Short Hair,Orange,Fish,1.5,Unknown,Food prep room,2019-08-06,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7073,2019-08-02,Moving,0,F19081212,0A67629301,Monkey Do,Domestic Short Hair,Orange,Fish,1.5,Unknown,Food prep room,2019-08-06,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7074,2019-08-02,Moving,0,F19081213,0A94194697,Bubba Guppie,Domestic Short Hair,Orange,Fish,1.5,Unknown,Food prep room,2019-08-06,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7075,2019-08-02,Moving,0,F19081214,0A32778952,Swim Shady,Domestic Short Hair,Orange,Fish,1.5,Unknown,Food prep room,2019-08-06,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7076,2019-08-02,Stray,0,C19081190,0A59373908,Kit,Domestic Short Hair,Brown and Black,Cat,0.0,Female,Cat room C,2019-08-10,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7077,2019-08-02,Moving,0,F19081215,0A34963696,Posieden,Domestic Short Hair,Orange,Fish,1.5,Unknown,Food prep room,2019-08-06,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7078,2019-08-02,Stray,0,C19081217,0A09731832,Little Lucy,Manx,Black and White,Cat,0.0,Female,Cat room A,2019-08-11,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7079,2019-08-02,Moving,0,C19081218,981020031847477,Baby Cat,Domestic Short Hair,Tortie,Cat,2.6,Female,Cat room B,2019-08-17,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7080,2019-08-02,Incompatible with other pets,0,D19081219,981020031859465,Pepper Ann,Coonhound,Black and Tan,Dog,1.0,Female,Adoptable Dogs,2019-08-17,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7081,2019-08-02,Landlord issues,0,D19081220,981020031253867,Daisy,Yorkshire Terrier,Tan,Dog,3.0,Female,Adoptable Dogs,2019-08-16,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7082,2019-08-02,Stray,0,C19081219,0A95421893,Echo,Domestic Short Hair,Black and grey,Cat,0.0,Female,Cat obs,2019-08-10,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7083,2019-08-02,Stray,0,C19081220,0A78211174,Delta,Domestic Short Hair,Buff,Cat,0.0,Male,Cat obs,2019-08-10,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7084,2019-08-02,Stray,0,C19081221,0A31847234,Charlie,Domestic Short Hair,Grey,Cat,0.0,Male,Cat obs,2019-08-10,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7085,2019-08-02,Stray,0,C19081222,0A99271597,Bravo,Domestic Short Hair,Grey,Cat,0.0,Female,Cat obs,2019-08-10,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7086,2019-08-02,Stray,0,C19081223,0A97770491,Alpha,Domestic Short Hair,Torbie,Cat,0.0,Female,Cat obs,2019-08-10,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7087,2019-08-02,Transfer from Other Shelter,0,D19081221,981020033125728,Cleo,Husky/Shepherd,Black and White,Dog,0.0,Female,Adoptable Dogs,2019-08-16,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7088,2019-08-02,Stray,0,D19081231,981020021188606,Cleo,Bernese Mountain Dog,Tricolour,Dog,1.0,Female,Dog room B,2019-08-03,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
7089,2019-08-02,Stray,0,D19081232,0A44055270,Tate,German Shepherd Dog,Black and Tan,Dog,1.0,Female,Dog room B,2019-08-03,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
7090,2019-08-02,Stray,0,C19081191,0A75075070,Kat,Domestic Short Hair,Grey and White,Cat,0.0,Female,Cat room C,2019-08-10,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7091,2019-08-02,Stray,0,C19081192,0A69186045,Klone,Domestic Short Hair,Grey and White,Cat,0.0,Male,Cat room C,2019-08-10,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7092,2019-08-02,Transfer from Other Shelter,0,D19081222,981020031361996,Rant,Husky/Shepherd,Tricolour,Dog,0.0,Female,Adoptable Dogs,2019-08-09,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7093,2019-08-02,Transfer from Other Shelter,0,D19081223,981020033138321,Rosebud,Husky/Shepherd,White and Tan,Dog,0.0,Female,Adoptable Dogs,2019-08-14,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7094,2019-08-02,Transfer from Other Shelter,0,D19081224,981020031273548,Franco,Husky/Shepherd,White and Tan,Dog,0.0,Male,Adoptable Dogs,2019-08-09,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7095,2019-08-02,Transfer from Other Shelter,0,D19081225,981020031306543,Winnie,Husky/Shepherd,White and Black,Dog,0.0,Female,Adoptable Dogs,2019-08-09,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7096,2019-08-02,Transfer from Other Shelter,0,D19081226,981020031842458,Roux,Husky/Shepherd,Brown,Dog,0.0,Female,Canine intake room,2019-08-14,Adoption,0.0,Return adopt - lifestyle issue,Court Order/ Legal,0,0,0
7097,2019-08-02,Transfer from Other Shelter,0,D19081227,981020031378637,Kona,Husky/Shepherd,"Black, Brown and White",Dog,0.0,Female,Adoptable Dogs,2019-08-09,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7098,2019-08-02,Transfer from Other Shelter,0,D19081228,981020031829285,Divine,Husky/Shepherd,Chocolate,Dog,0.0,Female,Dog room A,2019-08-09,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7099,2019-08-02,Transfer from Other Shelter,0,D19081229,981020031356939,Scout,Husky/Shepherd,Black and White,Dog,0.0,Female,Adoptable Dogs,2019-08-09,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7100,2019-08-02,Transfer from Other Shelter,0,D19081230,981020033144616,Bud Jr,Husky/Shepherd,Brown and White,Dog,0.0,Male,Adoptable Dogs,2019-08-17,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7101,2019-08-02,Litter relinquishment,0,C19081234,0A11317929,Puff,Domestic Short Hair,White and Black,Cat,0.0,Unknown,Feline intake room,2019-08-03,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7102,2019-08-02,Litter relinquishment,0,C19081235,0A62669397,Fluff,Domestic Short Hair,White and Black,Cat,0.0,Unknown,Feline intake room,2019-08-03,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7103,2019-08-02,Litter relinquishment,0,C19081236,0A50828535,Buff,Domestic Short Hair,White and Black,Cat,0.0,Unknown,Feline intake room,2019-08-03,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7104,2019-08-02,Stray,0,D19081234,981020031387851,Cheddar,Hound/Terrier,White and Brown,Dog,0.0,Male,Adoptable Dogs,2019-08-09,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7105,2019-08-02,Stray,0,D19081235,981020031330621,Feta,Hound/Terrier,Black,Dog,0.0,Female,Adoptable Dogs,2019-08-08,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7106,2019-08-02,Stray,0,D19081236,981020031281282,Gouda,Hound/Terrier,Brown and White,Dog,0.0,Male,Adoptable Dogs,2019-08-08,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7107,2019-08-02,Stray,0,D19081237,981020031373940,Swiss,Hound/Terrier,Brown,Dog,0.0,Female,Dog room D,2019-08-08,Adoption,0.0,Return Adopt - Other,Court Order/ Legal,0,0,0
7108,2019-08-03,Stray,0,C19081238,981020031264496,Elvis,Domestic Short Hair,Grey,Cat,0.0,Male,Adoptable Cat Glass Colony,2019-08-10,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7109,2019-08-03,Incompatible with owner lifestyle,0,C19081237,981020031373778,Cyprus,Domestic Short Hair,Orange and White,Cat,10.0,Male,Office,2019-08-30,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7110,2019-08-03,Incompatible with owner lifestyle,0,C19081239,981020031262566,Sophie,Domestic Short Hair,"Brown, Black and White",Cat,10.0,Female,Office,2019-08-30,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7111,2019-08-03,Moving,0,D19081240,985112008427892,Wendy,Bloodhound,Red,Dog,7.0,Female,Adoptable Dogs,2019-08-16,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7112,2019-08-03,Moving,0,C19081241,981020031375693,Flow,Domestic Short Hair,Orange and White,Cat,3.0,Male,Adoptable Cat Kennels,2019-08-08,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7113,2019-08-03,Unable to Afford,0,C19081242,982000409384561,Django,Domestic Short Hair,Black and grey,Cat,3.0,Male,Cat room C,2019-08-06,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7114,2019-08-03,Unsuitable Accommodation,0,D19081243,981020013503148,Maggie,West Highland White Terrier,White,Dog,8.4,Female,Office,2019-08-12,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7115,2019-08-03,Stray,0,C19081240,981020031388958,Poplar,Domestic Short Hair,Brown and Black,Cat,0.0,Male,Adoptable Cat Glass Colony,2019-08-10,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7116,2019-08-03,Abandoned,0,C19081244,0A08037866,Hamster,Domestic Short Hair,Grey and White,Cat,0.0,Unknown,Feline intake room,2019-08-04,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7117,2019-08-03,Stray,0,D19081241,991001000578552,Indy,Shep Mix,Brindle,Dog,3.8,Female,Dog room B,2019-08-04,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
7118,2019-08-03,Abandoned,0,C19081245,0A34820474,Puppy,Domestic Short Hair,Grey and White,Cat,0.0,Unknown,Feline intake room,2019-08-04,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7119,2019-08-03,Abandoned,0,C19081246,0A47292689,Birdy,Domestic Short Hair,Grey,Cat,0.0,Unknown,Feline intake room,2019-08-04,Foster,0.0,Stray,Died in care,0,0,1
7120,2019-08-03,Stray,0,D19081242,601019348,Winston,Bully Breed Mix,White and Tan,Dog,2.0,Male,Dog room C,2019-08-05,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
7121,2019-08-04,Stray,0,C19081243,981020033149004,Clint Clementine AKA Pete,Domestic Long Hair,Orange and White,Cat,0.0,Male,Cat room A,2019-08-08,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7122,2019-08-04,Stray,0,C19081247,981020031382695,Tiga,Domestic Short Hair,Black and Brown,Cat,0.0,Female,Adoptable Cat Glass Colony,2019-08-10,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7123,2019-08-05,Stray,0,C19081249,981020031363790,Charlie,Domestic Short Hair,Black and White,Cat,0.0,Male,Adoptable window colony,2019-08-10,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7124,2019-08-05,Stray,0,C19081250,981020031271912,Bosworth,Domestic Short Hair,Black,Cat,0.0,Male,Adoptable window colony,2019-08-10,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7125,2019-08-05,Allergies,0,C19081252,4C262D1F54,Ruby,Domestic Short Hair,Black and grey,Cat,5.0,Female,Adoptable Cat Big Colony,2019-08-17,Adoption,0.0,Return Adopt - Other,Court Order/ Legal,0,0,0
7126,2019-08-05,Stray,0,D19081193,0A05318654,Oliver,Shih Tzu,White and Black,Dog,15.8,Male,Canine intake room,2019-08-06,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
7127,2019-08-06,Sick/Injured,0,C19081195,981020031830295,Moogie,Domestic Short Hair,Grey,Cat,2.0,Male,Cat room A,2019-08-14,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
7128,2019-08-06,Stray,0,D19081196,981020027806602,Willis,Bully Breed Mix,Blue,Dog,2.0,Male,Dog room D,2019-08-23,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7129,2019-08-06,Unable to Afford,0,C19081253,981020031376498,Ralphie,Domestic Short Hair,Black and Brown,Cat,0.0,Male,Adoptable Cat Kennels,2019-08-09,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7130,2019-08-06,Unable to Afford,0,C19081254,981020031377125,Rodney,Domestic Short Hair,Black and Brown,Cat,0.0,Male,Adoptable Cat Kennels,2019-08-09,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7131,2019-08-06,Unable to Afford,0,C19081255,981020031378110,Naomi,Domestic Short Hair,Torbie,Cat,0.0,Female,Adoptable Cat Kennels,2019-08-09,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7132,2019-08-06,Stray,0,D19081252,981020033134983,Holiday,Dachshund/Mix,Black,Dog,0.0,Female,Adoptable Dogs,2019-08-17,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7133,2019-08-06,Stray,0,C19081197,981020031830218,Holiday Inn,Domestic Medium Hair,Buff,Cat,2.0,Male,Adoptable Cat Big Colony,2019-08-17,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7134,2019-08-06,Incompatible with owner lifestyle,0,C19081256,981020031831748,Lily Sophia,Domestic Short Hair,Brown and Black,Cat,0.0,Female,Cat room A,2019-08-10,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7135,2019-08-06,Landlord issues,0,M19081257,0A41451005,Pickles,Mouse,Tan and White,Mouse,0.5,Female,Food prep room,2019-08-14,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7136,2019-08-06,Landlord issues,0,M19081258,0A87225087,Moo,Mouse,Black and White,Mouse,0.5,Female,Food prep room,2019-08-14,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7137,2019-08-06,Moving,0,D19081259,0A38957893,Choco,Bully Breed Mix/German Shepherd Dog,Brindle,Dog,0.0,Male,Dog room B,2019-08-09,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
7138,2019-08-06,Stray,0,D19081253,0A83521153,Leia,Labrador Retriever,Black,Dog,0.7,Female,Canine intake room,2019-08-07,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
7139,2019-08-07,Landlord issues,0,D19081260,981020013540698,Murphy,Mountain Cur,Tan and White,Dog,5.5,Male,Adoptable Dogs,2019-08-17,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7140,2019-08-07,Unsuitable Accommodation,0,D19081261,981020031249981,Audin,Labrador Retriever/Bully Breed Mix,Black,Dog,0.9,Female,Dog room B,2019-08-17,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7141,2019-08-07,Behavioral Issues,0,B19081262,0A79073079,Dakota,Parrot (Other),Green,Bird,2.5,Female,Canine intake room,2019-08-09,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7142,2019-08-07,Transfer from Other Shelter,0,D19081263,0A133F2916,Salem,Australian Shepherd,Tan and White,Dog,12.7,Male,Adoptable Dogs,2019-08-13,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7143,2019-08-07,Abandoned,0,D19081254,981020031365183,Ace,Mix,Tan,Dog,0.0,Male,Dog room A,2019-08-17,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7144,2019-08-07,Abandoned,0,D19081255,981020031361485,Zeus,Bully Breed Mix,Brindle,Dog,0.0,Male,Dog room A,2019-08-17,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7145,2019-08-08,Incompatible with owner lifestyle,0,D19081264,982126055817046,Elijah,Shep Mix,Brown,Dog,1.0,Male,Canine intake room,2019-08-08,Transfer,0.0,Stray,Court Order/ Legal,0,0,0
7146,2019-08-08,Abuse/ neglect,0,D19081198,0A96116514,Daphne,Bouvier des Flanders,Black,Dog,12.0,Female,Dog room B,2019-08-09,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
