id,intakedate,intakereason,istransfer,sheltercode,identichipnumber,animalname,breedname,basecolour,speciesname,animalage,sexname,location,movementdate,movementtype,istrial,returnedreason,deceasedreason,diedoffshelter,puttosleep,isdoa
138,2017-03-31,Incompatible with owner lifestyle,0,R1703016,0A38907381,Douglas,Fancy,White and Liver,Rat,2.6,Male,Lobby,2017-04-01,Transfer,0.0,Stray,Died in care,0,0,0
139,2017-03-31,Incompatible with owner lifestyle,0,R1703017,0A57617175,Jeffrey,Fancy,White and Liver,Rat,2.6,Male,Office,2017-04-01,Transfer,0.0,Stray,Died in care,0,0,0
140,2017-03-31,Incompatible with owner lifestyle,0,R1703018,0A63839163,Elizabeth,Fancy,White and Liver,Rat,2.6,Female,Office,2017-04-01,Transfer,0.0,Stray,Died in care,0,0,0
141,2017-03-31,Incompatible with owner lifestyle,0,R1703019,0A31944482,Fanny,Fancy,White and Grey,Rat,2.6,Female,Office,2017-04-01,Transfer,0.0,Stray,Died in care,0,0,0
142,2017-03-31,Incompatible with owner lifestyle,0,R1703020,0A60213596,Neve,Fancy,White and Liver,Rat,2.6,Female,Office,2017-04-01,Transfer,0.0,Stray,Died in care,0,0,0
143,2017-03-31,Incompatible with owner lifestyle,0,R1703021,0A73813704,Gnarly Britches Face-Head,Fancy,White and Grey,Rat,2.6,Unknown,Office,2017-04-01,Transfer,0.0,Stray,Died in care,0,0,0
144,2017-03-30,Stray,0,D1703018,981020021073267,Penny,Chihuahua/Mix,Brown and White,Dog,3.0,Female,Dog room B,2017-04-10,Adoption,0.0,Incompatible with owner lifestyle,Died in care,0,0,0
145,2017-03-30,Stray,0,D1703042,981020021405154,Whisky,Shep Mix/Hound,Black and Tan,Dog,2.1,Male,Stray Dogs Beta,2017-04-12,Adoption,0.0,Stray,Died in care,0,0,0
146,2017-03-31,Incompatible with owner lifestyle,0,R1703022,0A30083564,Dozer,Fancy,White and Grey,Rat,2.6,Unknown,Office,2017-04-01,Transfer,0.0,Stray,Died in care,0,0,0
147,2017-03-31,Incompatible with owner lifestyle,0,R1703023,0A50431064,Rebel,Fancy,White and Grey,Rat,2.6,Unknown,Office,2017-04-01,Transfer,0.0,Stray,Died in care,0,0,0
148,2017-03-31,Incompatible with owner lifestyle,0,R1703024,0A96024948,Mango Ma`am,Fancy,White and Grey,Rat,2.6,Unknown,Office,2017-04-01,Transfer,0.0,Stray,Died in care,0,0,0
149,2017-03-31,Incompatible with owner lifestyle,0,R1703025,0A62099702,Neddy,Fancy,White and Grey,Rat,2.6,Unknown,Office,2017-04-01,Transfer,0.0,Stray,Died in care,0,0,0
150,2017-03-31,Incompatible with owner lifestyle,0,R1703026,0A84478957,Kia,Fancy,White and Grey,Rat,2.6,Unknown,Office,2017-04-01,Transfer,0.0,Stray,Died in care,0,0,0
151,2017-03-31,Incompatible with owner lifestyle,0,R1703027,0A62399024,Loogaroo,Fancy,White and Grey,Rat,2.6,Unknown,Office,2017-04-01,Transfer,0.0,Stray,Died in care,0,0,0
152,2017-03-31,Incompatible with owner lifestyle,0,R1703028,0A27633679,Naga,Fancy,White and Grey,Rat,2.6,Unknown,Office,2017-04-01,Transfer,0.0,Stray,Died in care,0,0,0
153,2017-03-31,Incompatible with owner lifestyle,0,R1703029,0A96027803,Drifter,Fancy,White and Grey,Rat,2.6,Unknown,Office,2017-04-01,Transfer,0.0,Stray,Died in care,0,0,0
154,2017-03-31,Incompatible with owner lifestyle,0,R1703030,0A60853929,Hyzenthlay,Fancy,White and Grey,Rat,2.6,Unknown,Office,2017-04-01,Transfer,0.0,Stray,Died in care,0,0,0
155,2017-03-31,Incompatible with owner lifestyle,0,R1703031,0A99860836,Manx,Fancy,White and Grey,Rat,2.6,Unknown,Office,2017-04-01,Transfer,0.0,Stray,Died in care,0,0,0
156,2017-03-29,Stray,0,D1703044,981020021062540,Hermie,Pitbull/Mix,White and Tan,Dog,3.8,Male,Adoptable Dogs,2017-04-09,Adoption,0.0,Stray,Died in care,0,0,0
157,2017-03-31,Stray,0,D1703048,981020021053901,Tuff,Hound/German Shepherd Dog,Brown,Dog,3.6,Male,Veterinary office,2017-04-06,Foster,0.0,Stray,Died in care,0,0,0
158,2017-03-31,Stray,0,C1703050,981020021399448,Fuzz Ball,Domestic Long Hair,Orange,Cat,4.9,Male,Adoptable Cat Middle Colony,2017-04-13,Adoption,0.0,Incompatible with owner lifestyle,Died in care,0,0,0
159,2017-03-29,Stray,0,C1703045,981020021066939,Sally,Domestic Short Hair,Tabby,Cat,4.0,Female,Adoptable Cat Glass Colony,2017-04-09,Adoption,0.0,Stray,Died in care,0,0,0
160,2017-03-31,Stray,0,D1703049,981020021064889,Otis,Hound/Mix,Brown and White,Dog,1.8,Male,Adoptable Dogs,2017-04-06,Adoption,0.0,Incompatible with owner lifestyle,Died in care,0,0,0
161,2017-03-31,Stray,0,D1703056,981020021049734,Otis,Hound,Brown,Dog,1.8,Male,Adoptable Dogs,2017-04-06,Adoption,0.0,Stray,Died in care,0,0,0
162,2017-04-01,Incompatible with owner lifestyle,0,R1704014,0A05631670,Stella Blue,Fancy,White and Tan,Rat,1.8,Female,Lobby,2017-04-01,Transfer,0.0,Stray,Died in care,0,0,0
163,2017-04-01,Incompatible with owner lifestyle,0,R1704015,0A46753685,Althea,Fancy,White and Tan,Rat,2.2,Female,Lobby,2017-04-01,Transfer,0.0,Stray,Died in care,0,0,0
164,2017-04-01,Incompatible with owner lifestyle,0,R1704016,0A50675845,Salem,Fancy,White and Black,Rat,1.7,Male,Lobby,2017-04-01,Adoption,0.0,Stray,Died in care,0,0,0
165,2017-04-01,Incompatible with owner lifestyle,0,R1704017,0A14842089,Quatro,Fancy,White and Black,Rat,1.7,Male,Lobby,2017-04-01,Adoption,0.0,Stray,Died in care,0,0,0
166,2017-04-01,Incompatible with owner lifestyle,0,R1704018,0A29228932,Dennis the Menace,Fancy,White and Tan,Rat,1.7,Male,Lobby,2017-04-01,Adoption,0.0,Stray,Died in care,0,0,0
167,2017-04-01,Incompatible with owner lifestyle,0,R1704019,0A40429300,Tatiana,Fancy,White and Tan,Rat,1.7,Female,Lobby,2017-04-01,Transfer,0.0,Stray,Died in care,0,0,0
168,2017-04-01,Incompatible with owner lifestyle,0,R1704020,0A44796330,Susy,Fancy,White and Tan,Rat,1.7,Female,Lobby,2017-04-01,Transfer,0.0,Stray,Died in care,0,0,0
169,2017-04-01,Incompatible with owner lifestyle,0,R1704021,0A71640733,Roxanne,Fancy,White and Black,Rat,1.7,Female,Lobby,2017-04-01,Transfer,0.0,Stray,Died in care,0,0,0
170,2017-04-01,Incompatible with owner lifestyle,0,R1704022,0A50482691,Marilyn,Fancy,White and Black,Rat,1.7,Female,Lobby,2017-04-01,Transfer,0.0,Stray,Died in care,0,0,0
171,2017-04-01,Incompatible with owner lifestyle,0,R1704023,0A83959624,Linnelle,Fancy,White and Grey,Rat,1.7,Female,Lobby,2017-04-01,Transfer,0.0,Stray,Died in care,0,0,0
172,2017-04-01,Unsuitable Accommodation,0,D1704024,0A53281613,Angel,Husky,Grey and White,Dog,3.2,Female,Special Care Dogs,2017-04-29,Transfer,0.0,Stray,Died in care,0,0,0
173,2017-04-01,Stray,0,D1704013,981020021060732,Oscar,Labrador Retriever/American Bulldog,Brown,Dog,2.7,Male,Adoptable Dogs,2017-04-03,Reclaimed,0.0,Incompatible with owner lifestyle,Died in care,0,0,0
174,2017-04-01,Incompatible with owner lifestyle,0,C1704010,981020021061068,Dilenne,Domestic Long Hair,Brown and Black,Cat,8.8,Female,Adoptable Cat Kennels,2017-04-07,Adoption,0.0,Stray,Died in care,0,0,0
175,2017-04-01,Incompatible with owner lifestyle,0,C1704026,981020021399063,Winnie,Domestic Short Hair,Black,Cat,13.6,Female,Adoptable Cat Big Colony,2017-04-28,Adoption,0.0,Stray,Died in care,0,0,0
176,2017-04-02,Stray,0,C1704057,0A91728622,Ria,Domestic Long Hair,Tortie,Cat,12.6,Female,Stray Cats,2017-04-03,Transfer,0.0,Stray,Died in care,0,0,0
177,2017-04-02,Unable to Afford,0,D1704059,981020021063320,Oreo,Labrador Retriever/Pit Bull Terrier,Black and White,Dog,2.4,Female,Adoptable Dogs,2017-04-11,Adoption,0.0,Landlord issues,Died in care,0,0,0
178,2017-04-02,Police Assist,0,D1704001,981020021044445,Ki,Shep Mix,Tan,Dog,2.8,Male,Stray Dogs Beta,2017-05-15,Adoption,0.0,Stray,Died in care,0,0,0
179,2017-04-03,Stray,0,C1704014,981020021059927,Sharu,Domestic Short Hair,Brown and Black,Cat,9.6,Female,Adoptable Cat Kennels,2017-04-28,Transfer,0.0,Stray,Died in care,0,0,0
180,2017-04-03,Unable to Afford,0,C1704027,0A1051683C,Jinx,Domestic Short Hair,Tortie,Cat,14.4,Female,Adoptable Cat Kennels,2017-04-07,Adoption,0.0,Stray,Died in care,0,0,0
181,2017-04-03,Incompatible with owner lifestyle,0,C1704028,981020021053704,Sweeny,Siamese/Mix,Seal,Cat,6.6,Female,Adoptable Cat Big Colony,2017-04-18,Adoption,0.0,Stray,Died in care,0,0,0
182,2017-04-03,Stray,0,D1704060,0A10785A1E,Lucy,Shep Mix,Black,Dog,3.6,Female,Check-in,2017-04-03,Reclaimed,0.0,Stray,Died in care,0,0,0
183,2017-04-03,Stray,0,B1704061,0A99980611,chick,Chicken,White and Black,Bird,1.7,Unknown,Special Care Dogs,2017-04-12,Adoption,0.0,Stray,Died in care,0,0,0
184,2017-04-03,Incompatible with owner lifestyle,0,D1704029,981020017474234,Maverick,Terrier,Fawn,Dog,3.0,Male,Stray Dogs Beta,2017-04-04,Reclaimed,0.0,Stray,Died in care,0,0,0
185,2017-04-03,Incompatible with owner lifestyle,0,D1704030,981020021052065,Sprout,Labrador Retriever/Terrier,Golden,Dog,10.1,Male,Adoptable Dogs,2017-04-22,Adoption,0.0,Stray,Died in care,0,0,0
186,2017-04-03,Incompatible with owner lifestyle,0,C1704031,981020021050414,Rafe,Domestic Short Hair,Brown and Black,Cat,2.7,Male,Adoptable Cat Big Colony,2017-04-07,Adoption,0.0,Stray,Died in care,0,0,0
187,2017-04-03,Unsuitable Accommodation,0,C1704032,0A107C0F26,Mango,Domestic Short Hair,Orange,Cat,11.6,Female,Stray Cats,2017-05-15,Transfer,0.0,Stray,Died in care,0,0,0
188,2017-04-03,Abandoned,0,C1704062,981020021520129,Mindy,Calico,Tabbico,Cat,1.7,Female,Adoptable Cat Kennels,2017-04-04,Foster,0.0,Stray,Died in care,0,0,0
189,2017-04-03,Abandoned,0,C1704063,0A38030394,Ronan,Calico,Tabby,Cat,0.0,Female,Feline Nursery,2017-04-04,Foster,0.0,Stray,Died in care,0,0,0
190,2017-04-03,Unsuitable Accommodation,0,D1704033,981020021791977,Queen,Chihuahua/Rat Terrier,Tan and White,Dog,3.6,Female,Stray Dogs Theta,2017-04-23,Adoption,0.0,Stray,Died in care,0,0,0
191,2017-04-03,Unsuitable Accommodation,0,D1704034,981020021073850,Kai,Pitbull,Blue,Dog,4.1,Female,Stray Dogs Beta,2017-04-13,Adoption,0.0,Stray,Died in care,0,0,0
192,2017-04-04,Stray,0,C1704064,0A04869586,Nusan,Domestic Short Hair,White,Cat,1.9,Unknown,Stray Cats,2017-04-17,Transfer,0.0,Stray,Died in care,0,0,0
193,2017-04-04,Owner Died,0,C1704015,981020021837413,Athena,Domestic Short Hair,Black and White,Cat,3.6,Female,Adoptable Cat Big Colony,2017-04-05,Foster,0.0,Stray,Died in care,0,0,0
194,2017-04-04,Owner Died,0,C1704016,981020021538822,Aphrodite,Domestic Short Hair,Cream,Cat,1.6,Female,Lobby,2017-04-05,Foster,0.0,Stray,Died in care,0,0,0
195,2017-04-04,Owner Died,0,C1704017,981020021518039,Artemis,Domestic Short Hair,Black,Cat,1.6,Female,Lobby,2017-04-05,Foster,0.0,Stray,Died in care,0,0,0
196,2017-04-04,Owner Died,0,C1704018,981020021827145,Mercury,Domestic Short Hair,Grey,Cat,1.6,Male,Lobby,2017-04-05,Foster,0.0,Stray,Died in care,0,0,0
197,2017-04-04,Owner Died,0,C1704019,981020021855015,Jupiter,Domestic Short Hair,Grey,Cat,1.6,Male,Lobby,2017-04-05,Foster,0.0,Stray,Died in care,0,0,0
198,2017-04-04,Stray,0,C1704065,981020021076618,Rat-ta-tat,Domestic Short Hair,Black,Cat,2.6,Male,Special Care Cats,2017-04-18,Adoption,0.0,Stray,Died in care,0,0,0
199,2017-04-04,Owner Died,0,C1704035,981020021528611,Junetta,Domestic Short Hair,Orange,Cat,8.6,Female,Adoptable Cat Kennels,2017-04-06,Foster,0.0,Stray,Died in care,0,0,0
200,2017-04-04,Owner Died,0,C1704036,981020021838667,Emmy,Domestic Short Hair,Tortie,Cat,1.6,Female,Adoptable Cat Small Colony,2017-04-06,Foster,0.0,Stray,Died in care,0,0,0
201,2017-04-04,Owner Died,0,C1704037,981020021829910,Henrietta,Domestic Short Hair,Tortie,Cat,1.6,Female,Lobby,2017-04-06,Foster,0.0,Stray,Died in care,0,0,0
202,2017-04-04,Owner Died,0,C1704038,981020021859417,Rowena,Domestic Short Hair,Tortie,Cat,1.6,Female,Adoptable Cat Small Colony,2017-04-06,Foster,0.0,Stray,Died in care,0,0,0
203,2017-04-04,Owner Died,0,C1704039,981020021528545,Libby,Domestic Short Hair,Tortie,Cat,1.6,Female,Adoptable Cat Small Colony,2017-04-06,Foster,0.0,Stray,Died in care,0,0,0
204,2017-04-04,Stray,0,C1704066,981020021062053,Vulcan,Domestic Short Hair,Brown and Black,Cat,3.4,Male,Adoptable Cat Kennels,2017-04-12,Adoption,0.0,Stray,Died in care,0,0,0
205,2017-04-05,Stray,0,D1704067,0A53560405,Reverend Bell,German Shepherd Dog,Brown and Black,Dog,8.6,Male,Stray Dogs Beta,2017-04-06,Reclaimed,0.0,Stray,Died in care,0,0,0
206,2017-04-05,Stray,0,D1704069,0A50410532,Annie,Shih Tzu,White and Tan,Dog,13.6,Female,Stray Dogs Beta,2017-04-06,Reclaimed,0.0,Stray,Died in care,0,0,0
207,2017-04-05,Stray,0,D1704070,981020021398549,Munster,"Poodle, Miniature/Mix",Black,Dog,7.6,Male,Adoptable Dogs,2017-04-13,Adoption,0.0,Stray,Died in care,0,0,0
208,2017-03-18,Abandoned,0,C1703046,0A62756962,Gray,Domestic Short Hair,Grey and White,Cat,0.0,Female,Foster,2017-03-20,Foster,0.0,Stray,Died in care,0,0,0
209,2017-03-18,Abandoned,0,C1703047,0A93308993,Brown,Domestic Short Hair,Brown and Black,Cat,0.0,Female,Foster,2017-03-20,Foster,0.0,Stray,Died in care,0,0,0
210,2017-03-18,Abandoned,0,C1703051,0A65937150,White,Domestic Short Hair,White and Black,Cat,0.0,Female,Foster,2017-03-20,Foster,0.0,Stray,Died in care,0,0,0
211,2017-03-18,Abandoned,0,C1703052,0A73988121,Black,Domestic Short Hair,Black and White,Cat,0.0,Female,Foster,2017-03-20,Foster,0.0,Stray,Died in care,0,0,0
212,2017-04-06,Stray,0,D1704071,0A24285108,Amos,Coonhound,Tricolour,Dog,13.2,Male,Check-in,2017-04-06,Reclaimed,0.0,Stray,Died in care,0,0,0
213,2017-04-06,Owner Died,0,C1704020,0A60144348,Lil Red,Domestic Short Hair,Orange,Cat,3.8,Male,Stray Cats,2017-04-18,Transfer,0.0,Stray,Died in care,0,0,0
214,2017-04-06,Incompatible with owner lifestyle,0,C1704053,981020021064212,Stanley,Domestic Long Hair,Buff,Cat,11.3,Male,Special Care Cats,2017-05-05,Adoption,0.0,Stray,Died in care,0,0,0
215,2017-04-06,Stray,0,D1704072,981020021050736,Curly Stewart,Akita/German Shepherd Dog,Brown and Black,Dog,6.6,Female,Stray Dogs Theta,2017-04-10,Reclaimed,0.0,Stray,Died in care,0,0,0
216,2017-04-06,Stray,0,D1704002,981020021817524,Roamer,"Schnauzer, Miniature/Poodle",Black and Brown,Dog,2.6,Male,Special Care Dogs,2017-05-06,Adoption,0.0,Stray,Died in care,0,0,0
217,2017-04-06,Police Assist,0,D1704051,0A95783777,May,English Bulldog,Brown and White,Dog,5.6,Unknown,Stray Dogs Theta,2017-04-07,Reclaimed,0.0,Stray,Died in care,0,0,0
218,2017-04-07,Stray,0,D1704073,0A15582864,Monte,Border Collie,Black and White,Dog,5.6,Male,Check-in,2017-04-07,Reclaimed,0.0,Stray,Died in care,0,0,0
219,2017-04-07,Stray,0,C1704074,0A74205703,Voldy,Domestic Short Hair,Grey,Cat,34.6,Unknown,Check-in,2017-04-07,Transfer,0.0,Stray,Died in care,0,0,0
220,2017-04-07,Stray,0,C1704075,0A27531507,Burrito,Domestic Short Hair,Black and Brown,Cat,34.6,Unknown,Stray Cats,2017-04-07,Transfer,0.0,Stray,Died in care,0,0,0
221,2017-04-07,Stray,0,C1704076,0A73775131,Birdy,Domestic Short Hair,Brown and Black,Cat,2.1,Unknown,Stray Cats,2017-04-19,Adoption,0.0,Stray,Died in care,0,0,0
222,2017-04-07,Stray,0,C1704077,0A94114995,Neddy,Domestic Short Hair,Grey and White,Cat,2.1,Unknown,Stray Cats,2017-04-19,Adoption,0.0,Stray,Died in care,0,0,0
223,2017-03-31,Stray,0,C17031781,981020021838212,Otter(Shakeypudding),Domestic Short Hair,Black,Cat,1.6,Female,Lobby,2017-04-07,Foster,0.0,Stray,Died in care,0,0,0
224,2017-03-31,Stray,0,C17031782,981020021545277,Cheddar,Domestic Short Hair,Orange,Cat,1.6,Male,Feline Nursery,2017-04-07,Foster,0.0,Stray,Died in care,0,0,0
225,2017-03-31,Stray,0,C17031783,981020021834599,Jeremiah (Darvarus),Domestic Short Hair,Orange,Cat,1.6,Male,Lobby,2017-04-07,Foster,0.0,Stray,Died in care,0,0,0
226,2017-03-31,Stray,0,C17031784,981020021832160,Pizza,Domestic Short Hair,Tortie,Cat,1.6,Female,Lobby,2017-04-07,Foster,0.0,Stray,Died in care,0,0,0
227,2017-03-31,Stray,0,C17031785,981020021840289,Cream Puff,Domestic Short Hair,Tortie,Cat,1.6,Female,Lobby,2017-04-07,Foster,0.0,Stray,Died in care,0,0,0
228,2017-04-07,Injured Wildlife,0,O17041786,0A05262367,possum,Domestic Short Hair,Black,Opossum,29.6,Unknown,Check-in,2017-04-07,Transfer,0.0,Stray,Died in care,0,0,0
229,2017-04-07,Injured Wildlife,0,O17041787,0A77949246,Copy of possum,Domestic Short Hair,Black,Opossum,29.6,Unknown,Check-in,2017-04-07,Transfer,0.0,Stray,Died in care,0,0,0
230,2017-04-07,Injured Wildlife,0,O17041788,0A79327215,Copy of Copy of possum,Domestic Short Hair,Black,Opossum,29.6,Unknown,Check-in,2017-04-08,Transfer,0.0,Stray,Died in care,0,0,0
231,2017-04-07,Injured Wildlife,0,O17041789,0A83970797,Copy of Copy of Copy of possum,Domestic Short Hair,Black,Opossum,30.0,Unknown,Check-in,2017-04-07,Transfer,0.0,Stray,Died in care,0,0,0
232,2017-04-07,Injured Wildlife,0,O17041790,0A82787934,Copy of Copy of Copy of Copy of possum,Domestic Short Hair,Black,Opossum,29.6,Unknown,Check-in,2017-04-07,Transfer,0.0,Stray,Died in care,0,0,0
233,2017-04-07,Stray,0,C1704078,981020021070046,DG,Domestic Short Hair,Black,Cat,2.2,Female,Adoptable Cat Glass Colony,2017-04-20,Adoption,0.0,Stray,Died in care,0,0,0
234,2017-04-07,Stray,0,D1704080,981020021074796,Starbucks,Hound/Mix,Brown and White,Dog,2.1,Male,Adoptable Dogs,2017-04-19,Adoption,0.0,Stray,Died in care,0,0,0
235,2017-04-08,Incompatible with owner lifestyle,0,D1704058,981020021056014,Star,German Shepherd Dog/Mix,Black,Dog,3.0,Female,Adoptable Dogs,2017-04-22,Adoption,0.0,Stray,Died in care,0,0,0
236,2017-04-08,Incompatible with owner lifestyle,0,C1704069,981020015394119,Jack`s,Domestic Short Hair,Grey and White,Cat,6.1,Male,Adoptable Cat Big Colony,2017-05-16,Adoption,0.0,Stray,Died in care,0,0,0
237,2017-04-08,Incompatible with owner lifestyle,0,D1704074,956000004672602,D.O.G,Pitbull,Black,Dog,3.6,Male,Stray Dogs Beta,2017-06-09,Foster,0.0,Stray,Died in care,0,0,0
238,2017-04-08,Incompatible with owner lifestyle,0,C1704079,981020021069318,KC,Domestic Short Hair,Black and White,Cat,2.6,Female,Adoptable Cat Middle Colony,2017-04-15,Adoption,0.0,Stray,Died in care,0,0,0
239,2017-04-08,Incompatible with owner lifestyle,0,R1704080,0A59806687,Eddie Izzard,Fancy,White and Grey,Rat,2.6,Male,Check-in,2017-04-08,Adoption,0.0,Stray,Died in care,0,0,0
240,2017-04-09,Stray,0,C1704081,981020021044459,Smudge,Domestic Short Hair,White and Black,Cat,6.7,Female,Adoptable Cat Big Colony,2017-05-19,Adoption,0.0,Stray,Died in care,0,0,0
241,2017-04-09,Stray,0,D1704082,981020021417445,Roger,Pitbull/Mix,Brindle and White,Dog,2.7,Male,Adoptable Dogs,2017-04-22,Adoption,0.0,Stray,Died in care,0,0,0
242,2017-04-09,Incompatible with owner lifestyle,0,D1704081,981020017494246,Vivien,Beagle,Tricolour,Dog,6.6,Female,Adoptable Dogs,2017-04-12,Adoption,0.0,Stray,Died in care,0,0,0
243,2017-04-10,Stray,0,C1704083,0A26885235,Hyzenthlay,Domestic Short Hair,Grey and White,Chicken,2.6,Female,Special Care Dogs,2017-04-17,Adoption,0.0,Stray,Died in care,0,0,0
244,2017-04-10,Stray,0,C1704084,0A06939475,Momma,Domestic Short Hair,Grey,Cat,3.6,Female,Stray Cats,2017-04-17,Reclaimed,0.0,Stray,Died in care,0,0,0
245,2017-04-10,Incompatible with owner lifestyle,0,C1704082,981020021786778,Sassy,Domestic Short Hair,Tabbico,Cat,5.6,Female,Adoptable Cat Big Colony,2017-04-11,Foster,0.0,Stray,Died in care,0,0,0
246,2017-04-10,Incompatible with owner lifestyle,0,C1704085,981020021786176,Bella,Domestic Medium Hair,White,Cat,1.8,Male,Feline Nursery,2017-04-11,Foster,0.0,Stray,Died in care,0,0,0
247,2017-04-10,Incompatible with owner lifestyle,0,C1704086,981020021819487,Uncle Toby,Domestic Medium Hair,Orange,Cat,1.8,Male,Feline Nursery,2017-04-11,Foster,0.0,Stray,Died in care,0,0,0
248,2017-04-10,Incompatible with owner lifestyle,0,C1704087,981020021797808,Zigbert,Domestic Medium Hair,Black and Brown,Cat,1.8,Male,Feline Nursery,2017-04-11,Foster,0.0,Stray,Died in care,0,0,0
249,2017-04-10,Incompatible with owner lifestyle,0,C1704088,981020021819594,Leonard,Domestic Medium Hair,Buff,Cat,1.8,Male,Feline Nursery,2017-04-11,Foster,0.0,Stray,Died in care,0,0,0
250,2017-04-10,Incompatible with owner lifestyle,0,D1704089,981020021041432,Zelda,Coonhound,Tricolour,Dog,4.6,Female,Adoptable Dogs,2017-04-19,Adoption,0.0,Stray,Died in care,0,0,0
251,2017-04-10,Incompatible with owner lifestyle,0,D1704090,981020021072342,Hoss,Shep Mix,Brown,Dog,2.1,Male,Adoptable Dogs,2017-04-15,Adoption,0.0,Stray,Died in care,0,0,0
252,2017-04-10,Incompatible with owner lifestyle,0,D1704091,981020021072408,Sophia,Hound/Shep Mix,Black and Brown,Dog,4.6,Female,Adoptable Dogs,2017-04-17,Adoption,0.0,Stray,Died in care,0,0,0
253,2018-11-27,Owner Deceased,0,D18111619,981020021393079,Butch,Foxhound,Tricolour,Dog,2.6,Male,Adoptable Dogs,2017-04-20,Adoption,0.0,Incompatible with owner lifestyle,Died in care,0,0,0
254,2017-04-10,Stray,0,D1704087,981020021078029,Lady Crush,Hound/Mix,Brindle,Dog,5.3,Female,Adoptable Dogs,2017-05-05,Adoption,0.0,Sick/Injured,"UU - untreatable, unmanageable",0,1,0
255,2017-04-10,Stray,0,D1704021,981020021053861,Mr. Tumnus,Hound,Black and Tan,Dog,2.6,Male,Adoptable Dogs,2017-04-24,Adoption,0.0,Stray,Died in care,0,0,0
256,2017-04-11,Stray,0,D1704088,981020021076371,Smokey Owen,Beagle,Tricolour,Dog,11.6,Male,Adoptable Dogs,2017-04-26,Adoption,0.0,Stray,Died in care,0,0,0
257,2017-04-11,Stray,0,D1704093,0A90566766,Bandit,Basset Hound,Grey and White,Dog,16.6,Male,Stray Dogs Theta,2017-04-12,Reclaimed,0.0,Stray,Died in care,0,0,0
258,2017-04-11,Stray,0,C1704094,0A70378325,Colin Feral,Domestic Short Hair,Grey and White,Cat,29.6,Unknown,Stray Cats,2017-04-12,Transfer,0.0,Stray,Died in care,0,0,0
259,2017-04-11,Stray,0,D1704052,0A99302710,Lucky/Harden,Pug/Rottweiler,Black and Brown,Dog,3.4,Male,Shelter,2017-04-11,Reclaimed,0.0,Stray,Died in care,0,0,0
260,2017-04-11,Injured Wildlife,0,B1704028,0A34734252,batty,Little Brown Bat,Black,Wildlife,2.6,Unknown,Shelter,2017-04-10,Transfer,0.0,Stray,Died in care,0,0,0
261,2017-04-11,Abandoned,0,C1704095,981020021048958,Hargrove,Domestic Short Hair,White and Tan,Cat,1.9,Male,Adoptable Cat Glass Colony,2017-04-22,Adoption,0.0,Stray,Died in care,0,0,0
262,2017-04-11,Stray,0,C1704096,981020021049542,Naga,Domestic Short Hair,Tabbico,Cat,1.9,Female,Adoptable Cat Glass Colony,2017-04-22,Adoption,0.0,Stray,Died in care,0,0,0
